unique_id,health_zone,health_area,date,key_quote,sample_comments,type,category,code,sample_comments_fr,type_fr,category_fr,code_fr,n
1643,Beni,Rwangoma,14-09-2018,,The doctor neglects the sick,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),les medecin neglige les malades,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
1644,Beni,Rwangoma,14-09-2018,1,"The government must get involved in the lack of safety, like it's involving itself for Ebola",Suggestion_request,Other_suggestions_or_requests,"Safety, security, end the war",les gouvernement doit s'implique à l'insecurité comme il s'implique pour l'Ebola,Suggestion_demande,Autres_suggestions_ou_demandes,"Securité, mettre fin à la guerre",1
1645,Beni,Rwangoma,14-09-2018,,vaccinate the whole population,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,vacciner toute la population,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1646,Beni,Rwangoma,14-09-2018,,distribute washbasins,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",distribution des lavabots,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
1647,Beni,Rwangoma,14-09-2018,,will Ebola end?,Question,Ebola_and_its_consequences,Duration of outbreak,est c que l'Ebola aura fin?,Question,Ebola_et_ses_conséquences,Durée de l'épidémie du virus Ebola,1
1648,Beni,Rwangoma,14-09-2018,1,"what should we do for meat, at the market?",Question,Other_questions,Other questions,que devons-nous faire pour la viande au niveau du marché?,Question,Autres_questions,Autres questions,1
1649,Beni,Rwangoma,14-09-2018,,why are all deaths now handled by the response team?,Question,Burials,Burials,Pourquoi tous les cas de decès sont maintainant traités par l'equipe de riposte?,Question,Enterrements,Enterrements,1
1650,Beni,Rwangoma,14-09-2018,,"why deal more with Ebola than with safety, which is not going well, and so people are currently dying every day in the city and territory of Beni?",Question,So_much_focus_on_Ebola,EVD vs other problems,Pourquoi s'occuper plus d'Ebola que de la securité qui va mal et dont les gens sont entrain de mourir chaque jour dans la ville et territoire de Beni?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres problèmes,1
1651,Beni,Rwangoma,14-09-2018,,Can the mosquitoes can also transmit Ebola?,Question,Transmission,EVD transmission,Les moustique peuvent aussi transmetre l'Ebola,Question,Transmission,Transmission du virus Ebola,1
1652,Beni,Malepe,14-09-2018,1,"Ebola is not a normal disease, you are looking for money",Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),l'ebola n'est pas une maladie normale vous cherchez de l'argent,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
1653,Beni,Malepe,14-09-2018,1,"Your things are suspicious, because after the vaccination you add free food and so the price rises",Rumors_beliefs_observations,Vaccine_suspicions_and_non-acceptance,Suspicious about the vaccine,vos chose sont suspectes par ce que apres vaccin on ajoute aussi la nouritures gratuitement donc s'un cout monté,Rumeur_croyance_observation,Suspicions_a_propos_de_la_vaccin_et_non_acceptation,Suspicions à propos du vaccin,1
1654,Beni,Malepe,14-09-2018,,bring vaccines to public locations,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,amener des vaccins au lieu public,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1655,Beni,Malepe,14-09-2018,,bring vaccines for everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,amener des vaccins pour tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1656,Beni,Malepe,14-09-2018,1,why is the vaccine provided for adults,Question,Vaccine,Unfair vaccine distribution,pour quoi le vaccins est prévu pour les adulte,Question,Vaccin,Distribution inéquitable du vaccin,1
1657,Beni,Malepe,14-09-2018,,"why not give the free food to the orphans, instead of to the people who get vaccinated?",Question,So_much_focus_on_Ebola,EVD vs other problems,pourquoi ne pas donner aux orphelins les aiments gratuites a ce qu'on donne aux gens ce sont sont de vaccins,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres problèmes,1
1658,Beni,Malepe,14-09-2018,,it's politics,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,c'est la politique,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
1659,Beni,Malepe,14-09-2018,,it's witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
1660,Beni,Malepe,14-09-2018,1,to sacrifice people,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,pour sacrifie des gents,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
1661,Beni,Malepe,14-09-2018,1,the population is asking for washbasins,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",la population demande les lavabots,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
1662,Beni,Malepe,14-09-2018,1,we ask for vaccines,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,nous demandons les vaccins,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1663,Beni,Malepe,14-09-2018,1,how does one protect themselves with money?,Question,Ebola_protective_behaviors,EVD protective behaviors,comment ce proteger avec l'argent,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,1
1664,Beni,Malepe,14-09-2018,1,there are not the means to vaccinate everyone,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",il ya pas moyens de vacciné tout le monde,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
1665,Beni,Malepe,14-09-2018,1,what can married people do to protect themselves when sleeping together?,Question,Ebola_protective_behaviors,EVD protective behaviors,que peut faire le marie pour ce protege en dormean enssemble sur le lit,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,25
1666,Beni,Malepe,14-09-2018,,why are vaccines not provided for children?,Question,Vaccine,Unfair vaccine distribution,pourquoi on a pas prevu le vaccins pour les enfants,Question,Vaccin,Distribution inéquitable du vaccin,1
1667,Beni,Malepe,14-09-2018,,the doctors neglect the sick who are isolated,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),les médecin neglige le malade isolé,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
1668,Beni,Malepe,14-09-2018,,there's a lack of help,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),manque d'assistance,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),1
1669,Beni,Malepe,14-09-2018,,the isolated are not given food at the right time,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in ETC (includes hurting people),on donne pas les isolés la nourriture au temps convenable,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: CTE (faire du mal aux gens),1
1670,Beni,Malepe,14-09-2018,,it's a policy of the foreign doctors,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),c'est la politique des medecisn intrager,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
1670,Beni,Malepe,14-09-2018,1,it's a policy of the foreign doctors,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a scheme of foreigners or others,c'est la politique des medecisn intrager,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un complot des étrangers ou autres,1
1671,Beni,Malepe,14-09-2018,1,you consider every disease to be Ebola,Rumors_beliefs_observations,Other_rumors_beliefs_observations,Exaggerated threat of Ebola,vous considérer toute maladie d'Ebola,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,Menace exagérée du virus Ebola,1
1672,Beni,Malepe,14-09-2018,1,give vaccines to everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,donner les vaccins a tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1673,Beni,Malepe,14-09-2018,1,how would we know if the virus is transmitted among wild animals?,Question,Transmission,EVD transmission,comment on saura si le virus est transmis dans les animaux sauvage,Question,Transmission,Transmission du virus Ebola,1
1674,Beni,Malepe,14-09-2018,1,how long will we have to refrain from shaking hands?,Question,Ebola_protective_behaviors,EVD protective behaviors,jusque quand on restera sans se donner la mains,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,1
1675,Beni,Malepe,14-09-2018,,How long will Ebola last?,Question,Ebola_and_its_consequences,Duration of outbreak,l'Ebola faira combien de temps,Question,Ebola_et_ses_conséquences,Durée de l'épidémie du virus Ebola,1
1676,Beni,Bundji,14-09-2018,,There is no Ebola in Congo,Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,il ya pas d'Ebola aux congo,Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
1677,Beni,Bundji,14-09-2018,,The population is afraid of the medication distributed in the health center,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in ETC (includes hurting people),la population a peur de medicament distribue dans le centre de sante,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: CTE (faire du mal aux gens),1
1678,Beni,Bundji,14-09-2018,1,why do you always ask for the name instead of marking the door like others do when they vaccinate children?,Question,Response_processes,Response processes,pourquoi demande toujour le nom au lieu de signé le porte comme font les autres lors du vaccinnation des enfants,Question,Processus_de_riposte,Processus de riposte,1
1679,Beni,Kanzulinzuli,14-09-2018,1,it's witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
1680,Beni,Kanzulinzuli,14-09-2018,1,give everyone the vaccines,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,donner les vaccins a tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1681,Beni,Kanzulinzuli,14-09-2018,1,don't vaccinate children without permission from parents,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,ne pas donné aux enfant les vaccins sans autorisation de parents,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1682,Beni,Kanzulinzuli,14-09-2018,,what is the first sign that appears?,Question,Ebola_and_its_consequences,EVD symptoms,quel sont le premie signe qui se presente,Question,Ebola_et_ses_conséquences,Symptomes d'Ebola,1
1683,Beni,Kanzulinzuli,14-09-2018,1,it's witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
1684,Beni,Kanzulinzuli,14-09-2018,1,give everyone the vaccines,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,donner les vaccins a tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,1
1685,Beni,Kanzulinzuli,14-09-2018,,why do you always ask for the name instead of marking the door like others do when they vaccinate children?,Question,Response_processes,Response processes,pourquoi demande toujour le nom au lieu de signé le porte comme font les autres lors du vaccinnation des enfants,Question,Processus_de_riposte,Processus de riposte,1
1686,Beni,Kanzulinzuli,14-09-2018,1,why are the vaccines provided for the adults?,Question,Vaccine,Unfair vaccine distribution,pour quoi le vaccins est prévu pour les adulte,Question,Vaccin,Distribution inéquitable du vaccin,1
1687,Beni,Kasanga,14-09-2018,1,you inject people with poisoned medication when they arrive at the hospital,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),vous injecté les gents des medicaments empoisonné quand ils arrivent a l'hôpital,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),9
1688,Beni,Kasanga,14-09-2018,,why must everyone who arrives at the Ebola Treatment Center die?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",pour quoi tous le monde qui arrive auc CTE doit mourrir,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
1688,Beni,Kasanga,14-09-2018,,why must everyone who arrives at the Ebola Treatment Center die?,Question,Ebola_and_its_consequences,EVD cases and outcomes,pour quoi tous le monde qui arrive auc CTE doit mourrir,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
1689,Beni,Kasanga,14-09-2018,1,the health promoters must go to the each school every day,Suggestion_request,Community_health_promotion,Community health promotion,il faut que les sensibilisateurs passent tous les jours dans cheque école,Suggestion_demande,Sensibilisation_sur_Ebola,Sensibilisation sur Ebola,1
1690,Beni,Kasanga,14-09-2018,1,why are the people who serve in the Ebola response very mean?,Question,Diagnosis_treatment_and_ETC,Poor health care services,pourquoi le gents qqui sont au service de riposte d'Ebola sont très mechant,Question,Diagnostique_traitement_et_CTE,Faible qualité de soins medicaux,1
1690,Beni,Kasanga,14-09-2018,1,why are the people who serve in the Ebola response very mean?,Question,Response_processes,Response processes,pourquoi le gents qqui sont au service de riposte d'Ebola sont très mechant,Question,Processus_de_riposte,Processus de riposte,1
1691,Beni,Kasanga,14-09-2018,1,what morals and what politics do they have?,Question,Diagnosis_treatment_and_ETC,Poor health care services,ils ont quel morale et quelle politique,Question,Diagnostique_traitement_et_CTE,Faible qualité de soins medicaux,1
1691,Beni,Kasanga,14-09-2018,1,what morals and what politics do they have?,Question,Response_processes,Response processes,ils ont quel morale et quelle politique,Question,Processus_de_riposte,Processus de riposte,1
1692,Beni,Mabolio,14-09-2018,1,the genitals of the cadaver are removed,Rumors_beliefs_observations,Problems_with_SDB,"Mutilation, theft of organs or cadavers",on enleve le sex du cadavre,Rumeur_croyance_observation,Problemes_avec_EDS,"Mutilations, voler des organes ou cadavres",8
1693,Beni,Mabolio,14-09-2018,1,it's a created policy,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,c'est une politique crée,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,6
1694,Beni,Mabolio,14-09-2018,1,it's witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
1695,Beni,Mabolio,14-09-2018,1,Ebola does not exist,Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'existe pas,Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
1696,Beni,Mabolio,14-09-2018,1,handwashing kits must be distributed,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",il faut une distribution de Kit de lavage de mains,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",8
1697,Beni,Mabolio,14-09-2018,1,all the gates must be closed,Suggestion_request,Other_suggestions_or_requests,Other suggestions,il faut fermer toute les bariere,Suggestion_demande,Autres_suggestions_ou_demandes,Autres suggestions,1
1698,Beni,Mabolio,14-09-2018,,why not vaccinate everyone?,Question,Vaccine,Unfair vaccine distribution,pour qui ne pas vaccine tout le monde,Question,Vaccin,Distribution inéquitable du vaccin,1
1699,Beni,Mabolio,14-09-2018,1,why are all deaths now handled by the response team?,Question,Burials,Burials,Pourquoi tous les cas de decès sont maintainant traités par l'equipe de riposte?,Question,Enterrements,Enterrements,1
1700,Beni,Mukulya,14-09-2018,1,it's politics,Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,c'est de la politique,Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,7
1701,Beni,Mukulya,14-09-2018,1,the response team once favored the entry of Rwandans,Rumors_beliefs_observations,Critics_or_observation_of_the_response,Comment about responders (others),l'equipe de riposte favorisais une fois l'entré de Rwandais,Rumeur_croyance_observation,Critiques_et_observations_de_la_riposte,Commentaire à propos du personnel de la riposte (autres),5
1702,Beni,Mukulya,14-09-2018,,give the vaccine to everyone,Suggestion_request,Expand_or_modify_vaccination_prog.,Expand or modify vaccination program,donner les vaccins a tout le monde,Suggestion_demande,Elargir_ou_modifer_le_programme_de_vaccination,Élargir ou modifer le programme de vaccination,13
1703,Beni,Mukulya,14-09-2018,,place an Ebola detector at each gate,Suggestion_request,Other_suggestions_or_requests,Other suggestions,placer un detecteur d'Ebola à chaque barriere,Suggestion_demande,Autres_suggestions_ou_demandes,Autres suggestions,11
1704,Beni,Mukulya,14-09-2018,,"how do you explain that since there is Ebola, there are less massacres?",Question,So_much_focus_on_Ebola,EVD vs other problems,comment exiplique qu depuis que qu'il ya Ebola le massacre dimminue,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres problèmes,5
1705,Beni,Mukulya,14-09-2018,,are all cases of fever Ebola?,Question,So_much_focus_on_Ebola,EVD vs other diseases,tous cas de fièvre et il Ebola?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres maladies,15
1706,Beni,Mabolio,14-09-2018,,fight against unemployment,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",lutte contre le chomage,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
1707,Beni,Mabolio,14-09-2018,,it's witchcraft,Rumors_beliefs_observations,Ebola_causes,Supernatural cause,c'est la sorcelerie,Rumeur_croyance_observation,Origine_d_Ebola,Origine supernaturelle,1
1708,Beni,Mabolio,14-09-2018,,Ebola does not exist,Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,l'Ebola n'existe pas,Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
1709,Beni,Mabolio,14-09-2018,,the government must take care of the sick,Suggestion_request,Improve_health_care,Improve health care,le gouvernement doit s'occupe de malade,Suggestion_demande,Améliorer_les_soins_de_santé,Améliorer les soins de santé,1
1710,Beni,Mabolio,14-09-2018,,why are there as many sick as malaria?,Question,So_much_focus_on_Ebola,EVD vs other diseases,pour quoi tant de malade de malaria?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres maladies,1
2281,Beni,Kasabinyole,14-09-2018,,"Ebola does not exist, it's to delay the elections and collect money",Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),"Ebola n'existe pas (c'est pour repousser les elections, collecter l'argent)",Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
2281,Beni,Kasabinyole,14-09-2018,,"Ebola does not exist, it's to delay the elections and collect money",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,"Ebola n'existe pas (c'est pour repousser les elections, collecter l'argent)",Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
2281,Beni,Kasabinyole,14-09-2018,,"Ebola does not exist, it's to delay the elections and collect money",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,"Ebola n'existe pas (c'est pour repousser les elections, collecter l'argent)",Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
2282,Beni,Kasabinyole,14-09-2018,,"Ebola does not exist, it was created to delay the elections",Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),"Ebola n'existe pas, elle est créée pour repousser les elections",Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
2282,Beni,Kasabinyole,14-09-2018,,"Ebola does not exist, it was created to delay the elections",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,"Ebola n'existe pas, elle est créée pour repousser les elections",Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
2282,Beni,Kasabinyole,14-09-2018,1,"Ebola does not exist, it was created to delay the elections",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,"Ebola n'existe pas, elle est créée pour repousser les elections",Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
2283,Beni,Madrandele,14-09-2018,1,"People are wrapped in a plastic bag, to hasten their death",Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Les gens sont embalés dans des sacs à plastiques pour precipiter leur mort.,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
2284,Beni,Tamende,14-09-2018,,"Ebola is not real, it's to delay the elections",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola n'est pas réel (C'est pour repousser les elections),Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
2284,Beni,Tamende,14-09-2018,1,"Ebola is not real, it's to delay the elections",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'est pas réel (C'est pour repousser les elections),Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
2285,Beni,Tamende,14-09-2018,,The healthcare workers are currently killing people and taking their bodies,Rumors_beliefs_observations,Critics_or_observations_of_health_system,Lack of confidence in medical services (includes harming people),Les personnels soignants sont entrain de tuer les gens et emporter leurs corps,Rumeur_croyance_observation,Critiques_ou_observations_du_système_de_santé,Manque de confiance: services medicaux (faire du mal aux gens inclu),1
2286,Beni,Tamende,14-09-2018,,"Ebola is not real, it's to delay the elections",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola n'est pas réel (C'est pour repousser les elections),Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
2286,Beni,Tamende,14-09-2018,,"Ebola is not real, it's to delay the elections",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'est pas réel (C'est pour repousser les elections),Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
2287,Beni,Ngongolio,14-09-2018,,The response team collects the genitals of victims before burying them far from their family members,Rumors_beliefs_observations,Problems_with_SDB,Other problems with SDB,L'equipe de riposte rcupere les appereils genitaux des victimes avant l'enterement loin des familiers.,Rumeur_croyance_observation,Problemes_avec_EDS,Autre problèmes avec EDS,1
2287,Beni,Ngongolio,14-09-2018,,The response team collects the genitals of victims before burying them far from their family members,Rumors_beliefs_observations,Problems_with_SDB,"Mutilation, theft of organs or cadavers",L'equipe de riposte rcupere les appereils genitaux des victimes avant l'enterement loin des familiers.,Rumeur_croyance_observation,Problemes_avec_EDS,"Mutilations, voler des organes ou cadavres",1
2288,Beni,Ngongolio,14-09-2018,,"Ebola is not real, it's to delay the elections",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,Ebola is a political tool,Ebola n'est pas réel (C'est pour repousser les elections),Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Ebola est un outil politique,1
2288,Beni,Ngongolio,14-09-2018,1,"Ebola is not real, it's to delay the elections",Rumors_beliefs_observations,Ebola_does_not_exist,Ebola does not exist,Ebola n'est pas réel (C'est pour repousser les elections),Rumeur_croyance_observation,Ebola_n'existe_pas,Ebola n'existe pas,1
2289,Beni,Ngongolio,14-09-2018,,The genitals of a person are cut before going to bury them,Rumors_beliefs_observations,Problems_with_SDB,"Mutilation, theft of organs or cadavers",on coupe les parties genitales d'une personne avant d'aller enterer.,Rumeur_croyance_observation,Problemes_avec_EDS,"Mutilations, voler des organes ou cadavres",1
2290,Beni,Malepe,14-09-2018,,"Ebola is not a normal disease, you are looking for money",Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),l'ebola n'est pas une maladie normale vous cherchez de l'argent,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
2291,Beni,Malepe,14-09-2018,,To sacrifice people,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",pour sacrifie des gents,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
2292,Beni,Malepe,14-09-2018,,Lack of support/aid,Rumors_beliefs_observations,Other_rumors_beliefs_observations,"Other rumour, belief, observation",manque d'assistance,Rumeur_croyance_observation,Autres_rumeurs_croyances_observations,"Autre rumeur, croyance, observation",1
2293,Beni,Kasanga,14-09-2018,,why must everyone who arrives at the Ebola Treatment Center die?,Question,Diagnosis_treatment_and_ETC,"Diagnosis, treatment, ETC",pour quoi tous le monde qui arrive auc CTE doit mourrir,Question,Diagnostique_traitement_et_CTE,"Diagnostique, traitement, CTE",1
2293,Beni,Kasanga,14-09-2018,,why must everyone who arrives at the Ebola Treatment Center die?,Question,Ebola_and_its_consequences,EVD cases and outcomes,pour quoi tous le monde qui arrive auc CTE doit mourrir,Question,Ebola_et_ses_conséquences,Cas du virus Ebola et résultat,1
2294,Beni,Mabolio,14-09-2018,,The genitals of a person are removed,Rumors_beliefs_observations,Problems_with_SDB,"Mutilation, theft of organs or cadavers",on enleve le sex du cadavre,Rumeur_croyance_observation,Problemes_avec_EDS,"Mutilations, voler des organes ou cadavres",1
2953,Butembo,Kambuli,14-09-2018,,Why should we always wash the hands?,Question,Ebola_protective_behaviors,EVD protective behaviors,Pourquoi se laver toujour les mains?,Question,Comportements_pour_la_prévention_d'Ebola,Comportements pour la prévention d'Ebola,1
2954,Butembo,Kambuli,14-09-2018,,A diabolical and commercial disease,Rumors_beliefs_observations,Ebola_is_organized_business,Ebola is organized business (or someone making money),Une maladie diaboligue commerciale,Rumeur_croyance_observation,Ebola_est_business_organisé,Ebola est business organisé (ou quelqu'un gagne de l'argent),1
2955,Butembo,Kambuli,14-09-2018,1,They should bring us the sinks,Suggestion_request,Encourage_hand_washing,"Provide handwashing station (with water, soap)",Q'on nous amene les lavabos,Suggestion_demande,Encourager_le_lavage_des_mains,"Fournir dispositif lavemain (avec l'eau, savon)",1
1511,Butembo,Masota,15-09-2018,,Why do you lock people up for a simple fever?,Question,So_much_focus_on_Ebola,EVD vs other diseases,Pourquoi enfermer les gens pour une simple fièvre ?,Question,Tellement_d'attention_sur_Ebola,L'Ebola contre d'autres maladies,1
1711,Beni,Mabolio,15-09-2018,,"while vaccinating someone, that's when you catch the Ebola virus",Rumors_beliefs_observations,Ebola_is_a_scheme_of_government_or_others,People spreading Ebola,"En vaccin quelqu'un, c'est mantenant qu'on atrappe le virus à Ebola",Rumeur_croyance_observation,Ebola_est_un_complot_du_gouvernement_ou_des_autres,Contamination provoquée,10
1711,Beni,Mabolio,15-09-2018,,"while vaccinating someone, that's when you catch the Ebola virus",Rumors_beliefs_observations,Vaccine_suspicions_and_non-acceptance,Suspicious about the vaccine,"En vaccin quelqu'un, c'est mantenant qu'on atrappe le virus à Ebola",Rumeur_croyance_observation,Suspicions_a_propos_de_la_vaccin_et_non_acceptation,Suspicions à propos du vaccin,10
